C NODEDR     ELEVDR        CDCDR     ISTRMDR
C-------------------------------------------------------------------------------
  -522      -0.10         99999         433             / CHCGO --> Delta
  -524       3.90         99999         433             / CHCGO --> Delta
  -794     110.70      0.1000       114
  -815     181.70      0.1000       114
  -816     115.70      0.1000       114
  -827     133.70      0.1000       114
  -828     130.70      0.1000       114
  -840     188.70      0.1000       114
  -841     167.70      0.1000       114
  -842     149.70      0.1000       114
  -855     189.70      0.1000       114
  -856     190.70      0.1000       114
  -857     187.70      0.1000       114
c  -867     219.90      0.0350       113
c  -870     219.90      0.0350       113
c  -871     173.90      0.0350       113
c  -872     148.90      0.0350       113
c  -884     210.90      0.0350       113
c  -885     160.90      0.0350       113
c  -890     190.90      0.0350       113
c  -891     158.90      0.0350       113
c  -905     179.90      0.0350       113
c  -906     155.90      0.0350       113
c  -922     161.90      0.0350       113
